79702,Madonna,"United States",1983-10-29,2015-05-03
billboard-us,23,1996-02-24,ms026556,"You'll See"
billboard-us,27,1996-03-02,ms026556,"You'll See"
billboard-us,40,1996-03-09,ms026556,"You'll See"
billboard-us,49,1996-03-16,ms026556,"You'll See"
billboard-us,54,1996-03-23,ms026556,"You'll See"
billboard-us,57,1996-03-30,ms026556,"You'll See"
billboard-us,63,1996-04-06,ms026556,"You'll See"
billboard-us,64,1996-04-13,ms026556,"You'll See"
billboard-us,78,1996-04-20,ms026556,"You'll See"
billboard-us,52,1993-07-24,ms026809,Rain
billboard-us,37,1993-07-31,ms026809,Rain
billboard-us,30,1993-08-07,ms026809,Rain
billboard-us,29,1993-08-14,ms026809,Rain
billboard-us,26,1993-08-21,ms026809,Rain
billboard-us,18,1993-08-28,ms026809,Rain
billboard-us,17,1993-09-04,ms026809,Rain
billboard-us,14,1993-09-11,ms026809,Rain
billboard-us,16,1993-09-18,ms026809,Rain
billboard-us,16,1993-09-25,ms026809,Rain
billboard-us,20,1993-10-02,ms026809,Rain
billboard-us,28,1993-10-09,ms026809,Rain
billboard-us,27,1993-10-16,ms026809,Rain
billboard-us,32,1993-10-23,ms026809,Rain
billboard-us,40,1993-10-30,ms026809,Rain
billboard-us,43,1993-11-06,ms026809,Rain
billboard-us,61,1993-11-13,ms026809,Rain
billboard-us,77,1993-11-20,ms026809,Rain
billboard-us,72,1993-11-27,ms026809,Rain
billboard-us,75,1993-12-04,ms026809,Rain
billboard-us,57,1995-06-24,ms027128,"Human Nature"
billboard-us,51,1995-07-01,ms027128,"Human Nature"
billboard-us,51,1995-07-08,ms027128,"Human Nature"
billboard-us,46,1995-07-15,ms027128,"Human Nature"
billboard-us,46,1995-07-22,ms027128,"Human Nature"
billboard-us,46,1995-07-29,ms027128,"Human Nature"
billboard-us,49,1995-08-05,ms027128,"Human Nature"
billboard-us,50,1995-08-12,ms027128,"Human Nature"
billboard-us,48,1995-08-19,ms027128,"Human Nature"
billboard-us,57,1995-08-26,ms027128,"Human Nature"
billboard-us,66,1995-09-02,ms027128,"Human Nature"
billboard-us,72,1995-09-09,ms027128,"Human Nature"
billboard-us,82,1995-09-16,ms027128,"Human Nature"
billboard-us,88,1995-09-23,ms027128,"Human Nature"
billboard-us,98,1995-09-30,ms027128,"Human Nature"
billboard-us,75,1993-02-20,ms027437,"Bad Girl"
billboard-us,60,1993-02-27,ms027437,"Bad Girl"
billboard-us,49,1993-03-06,ms027437,"Bad Girl"
billboard-us,43,1993-03-13,ms027437,"Bad Girl"
billboard-us,39,1993-03-20,ms027437,"Bad Girl"
billboard-us,36,1993-03-27,ms027437,"Bad Girl"
billboard-us,39,1993-04-03,ms027437,"Bad Girl"
billboard-us,58,1993-04-10,ms027437,"Bad Girl"
billboard-us,72,1993-04-17,ms027437,"Bad Girl"
billboard-us,83,1993-04-24,ms027437,"Bad Girl"
billboard-us,97,1993-05-01,ms027437,"Bad Girl"
billboard-us,24,1998-10-17,ms027839,"The Power Of Good-Bye"
billboard-us,16,1998-10-24,ms027839,"The Power Of Good-Bye"
billboard-us,14,1998-10-31,ms027839,"The Power Of Good-Bye"
billboard-us,13,1998-11-07,ms027839,"The Power Of Good-Bye"
billboard-us,14,1998-11-14,ms027839,"The Power Of Good-Bye"
billboard-us,13,1998-11-21,ms027839,"The Power Of Good-Bye"
billboard-us,11,1998-11-28,ms027839,"The Power Of Good-Bye"
billboard-us,30,1998-12-05,ms027839,"The Power Of Good-Bye"
billboard-us,30,1998-12-12,ms027839,"The Power Of Good-Bye"
billboard-us,31,1998-12-19,ms027839,"The Power Of Good-Bye"
billboard-us,41,1998-12-26,ms027839,"The Power Of Good-Bye"
billboard-us,43,1999-01-02,ms027839,"The Power Of Good-Bye"
billboard-us,44,1999-01-09,ms027839,"The Power Of Good-Bye"
billboard-us,54,1999-01-16,ms027839,"The Power Of Good-Bye"
billboard-us,70,1999-01-23,ms027839,"The Power Of Good-Bye"
billboard-us,78,1999-01-30,ms027839,"The Power Of Good-Bye"
billboard-us,81,1999-02-06,ms027839,"The Power Of Good-Bye"
billboard-us,88,1999-02-13,ms027839,"The Power Of Good-Bye"
billboard-us,96,1999-02-20,ms027839,"The Power Of Good-Bye"
billboard-us,5,1998-07-11,ms028434,"Ray Of Light"
billboard-us,7,1998-07-18,ms028434,"Ray Of Light"
billboard-us,8,1998-07-25,ms028434,"Ray Of Light"
billboard-us,9,1998-08-01,ms028434,"Ray Of Light"
billboard-us,16,1998-08-08,ms028434,"Ray Of Light"
billboard-us,21,1998-08-15,ms028434,"Ray Of Light"
billboard-us,26,1998-08-22,ms028434,"Ray Of Light"
billboard-us,32,1998-08-29,ms028434,"Ray Of Light"
billboard-us,34,1998-09-05,ms028434,"Ray Of Light"
billboard-us,39,1998-09-12,ms028434,"Ray Of Light"
billboard-us,41,1998-09-19,ms028434,"Ray Of Light"
billboard-us,40,1998-09-26,ms028434,"Ray Of Light"
billboard-us,43,1998-10-03,ms028434,"Ray Of Light"
billboard-us,52,1998-10-10,ms028434,"Ray Of Light"
billboard-us,49,1998-10-17,ms028434,"Ray Of Light"
billboard-us,56,1998-10-24,ms028434,"Ray Of Light"
billboard-us,58,1998-10-31,ms028434,"Ray Of Light"
billboard-us,59,1998-11-07,ms028434,"Ray Of Light"
billboard-us,63,1998-11-14,ms028434,"Ray Of Light"
billboard-us,71,1998-11-21,ms028434,"Ray Of Light"
billboard-us,8,1998-03-21,ms029180,Frozen
billboard-us,5,1998-03-28,ms029180,Frozen
billboard-us,2,1998-04-04,ms029180,Frozen
billboard-us,4,1998-04-18,ms029180,Frozen
billboard-us,4,1998-04-25,ms029180,Frozen
billboard-us,5,1998-05-02,ms029180,Frozen
billboard-us,9,1998-05-09,ms029180,Frozen
billboard-us,11,1998-05-16,ms029180,Frozen
billboard-us,14,1998-05-23,ms029180,Frozen
billboard-us,15,1998-05-30,ms029180,Frozen
billboard-us,16,1998-06-06,ms029180,Frozen
billboard-us,18,1998-06-13,ms029180,Frozen
billboard-us,22,1998-06-20,ms029180,Frozen
billboard-us,40,1998-06-27,ms029180,Frozen
billboard-us,40,1998-07-04,ms029180,Frozen
billboard-us,44,1998-07-11,ms029180,Frozen
billboard-us,54,1998-07-18,ms029180,Frozen
billboard-us,62,1998-07-25,ms029180,Frozen
billboard-us,56,1998-08-01,ms029180,Frozen
billboard-us,74,1995-04-22,ms031210,"Bedtime Story"
billboard-us,42,1995-04-29,ms031210,"Bedtime Story"
billboard-us,54,1995-05-06,ms031210,"Bedtime Story"
billboard-us,65,1995-05-13,ms031210,"Bedtime Story"
billboard-us,75,1995-05-20,ms031210,"Bedtime Story"
billboard-us,82,1995-05-27,ms031210,"Bedtime Story"
billboard-us,99,1995-06-03,ms031210,"Bedtime Story"
billboard-us,78,1999-06-12,ms037811,"Beautiful Stranger"
billboard-us,55,1999-06-19,ms037811,"Beautiful Stranger"
billboard-us,38,1999-06-26,ms037811,"Beautiful Stranger"
billboard-us,29,1999-07-03,ms037811,"Beautiful Stranger"
billboard-us,23,1999-07-10,ms037811,"Beautiful Stranger"
billboard-us,23,1999-07-17,ms037811,"Beautiful Stranger"
billboard-us,19,1999-07-24,ms037811,"Beautiful Stranger"
billboard-us,22,1999-07-31,ms037811,"Beautiful Stranger"
billboard-us,21,1999-08-07,ms037811,"Beautiful Stranger"
billboard-us,21,1999-08-14,ms037811,"Beautiful Stranger"
billboard-us,31,1999-08-21,ms037811,"Beautiful Stranger"
billboard-us,45,1999-08-28,ms037811,"Beautiful Stranger"
billboard-us,56,1999-09-04,ms037811,"Beautiful Stranger"
billboard-us,66,1999-09-11,ms037811,"Beautiful Stranger"
billboard-us,78,1999-09-18,ms037811,"Beautiful Stranger"
billboard-us,84,1999-09-25,ms037811,"Beautiful Stranger"
billboard-us,87,1999-10-02,ms037811,"Beautiful Stranger"
billboard-us,92,1999-10-09,ms037811,"Beautiful Stranger"
billboard-us,99,1999-10-16,ms037811,"Beautiful Stranger"
billboard-us,99,1999-05-01,ms038288,"Nothing Really Matters"
billboard-us,93,1999-05-08,ms038288,"Nothing Really Matters"
billboard-us,20,2005-11-05,ms042107,"Hung Up"
billboard-us,21,2005-11-12,ms042107,"Hung Up"
billboard-us,27,2005-11-19,ms042107,"Hung Up"
billboard-us,14,2005-11-26,ms042107,"Hung Up"
billboard-us,7,2005-12-03,ms042107,"Hung Up"
billboard-us,7,2005-12-10,ms042107,"Hung Up"
billboard-us,14,2005-12-17,ms042107,"Hung Up"
billboard-us,19,2005-12-24,ms042107,"Hung Up"
billboard-us,21,2005-12-31,ms042107,"Hung Up"
billboard-us,23,2006-01-07,ms042107,"Hung Up"
billboard-us,23,2006-01-14,ms042107,"Hung Up"
billboard-us,30,2006-01-21,ms042107,"Hung Up"
billboard-us,43,2006-01-28,ms042107,"Hung Up"
billboard-us,45,2006-02-04,ms042107,"Hung Up"
billboard-us,59,2006-02-11,ms042107,"Hung Up"
billboard-us,64,2006-02-18,ms042107,"Hung Up"
billboard-us,48,2006-02-25,ms042107,"Hung Up"
billboard-us,48,2006-03-04,ms042107,"Hung Up"
billboard-us,54,2006-03-11,ms042107,"Hung Up"
billboard-us,74,2006-03-18,ms042107,"Hung Up"
billboard-us,70,2006-03-11,ms042429,Sorry
billboard-us,58,2006-03-18,ms042429,Sorry
billboard-us,77,2006-03-25,ms042429,Sorry
billboard-us,77,2006-04-01,ms042429,Sorry
billboard-us,82,2006-04-08,ms042429,Sorry
billboard-us,91,2006-04-15,ms042429,Sorry
billboard-us,90,2003-04-05,ms044356,"American Life"
billboard-us,74,2003-04-12,ms044356,"American Life"
billboard-us,67,2003-04-19,ms044356,"American Life"
billboard-us,37,2003-04-26,ms044356,"American Life"
billboard-us,52,2003-05-03,ms044356,"American Life"
billboard-us,71,2003-05-10,ms044356,"American Life"
billboard-us,71,2003-05-17,ms044356,"American Life"
billboard-us,86,2003-05-24,ms044356,"American Life"
billboard-us,35,2000-12-23,ms045762,"Don't Tell Me"
billboard-us,30,2000-12-30,ms045762,"Don't Tell Me"
billboard-us,26,2001-01-06,ms045762,"Don't Tell Me"
billboard-us,19,2001-01-20,ms045762,"Don't Tell Me"
billboard-us,16,2001-01-27,ms045762,"Don't Tell Me"
billboard-us,4,2001-02-03,ms045762,"Don't Tell Me"
billboard-us,4,2001-02-10,ms045762,"Don't Tell Me"
billboard-us,6,2001-02-17,ms045762,"Don't Tell Me"
billboard-us,6,2001-02-24,ms045762,"Don't Tell Me"
billboard-us,6,2001-03-03,ms045762,"Don't Tell Me"
billboard-us,7,2001-03-10,ms045762,"Don't Tell Me"
billboard-us,8,2001-03-17,ms045762,"Don't Tell Me"
billboard-us,9,2001-03-24,ms045762,"Don't Tell Me"
billboard-us,13,2001-03-31,ms045762,"Don't Tell Me"
billboard-us,20,2001-04-07,ms045762,"Don't Tell Me"
billboard-us,27,2001-04-14,ms045762,"Don't Tell Me"
billboard-us,32,2001-04-21,ms045762,"Don't Tell Me"
billboard-us,45,2001-04-28,ms045762,"Don't Tell Me"
billboard-us,41,2000-08-12,ms045869,Music
billboard-us,23,2000-08-19,ms045869,Music
billboard-us,18,2000-08-26,ms045869,Music
billboard-us,14,2000-09-02,ms045869,Music
billboard-us,2,2000-09-09,ms045869,Music
billboard-us,1,2000-09-16,ms045869,Music
billboard-us,1,2000-09-23,ms045869,Music
billboard-us,1,2000-09-30,ms045869,Music
billboard-us,1,2000-10-07,ms045869,Music
billboard-us,2,2000-10-14,ms045869,Music
billboard-us,2,2000-10-21,ms045869,Music
billboard-us,2,2000-10-28,ms045869,Music
billboard-us,2,2000-11-04,ms045869,Music
billboard-us,2,2000-11-11,ms045869,Music
billboard-us,4,2000-11-18,ms045869,Music
billboard-us,8,2000-11-25,ms045869,Music
billboard-us,11,2000-12-02,ms045869,Music
billboard-us,16,2000-12-09,ms045869,Music
billboard-us,20,2000-12-16,ms045869,Music
billboard-us,25,2000-12-23,ms045869,Music
billboard-us,27,2000-12-30,ms045869,Music
billboard-us,27,2001-01-06,ms045869,Music
billboard-us,44,2001-01-20,ms045869,Music
billboard-us,41,2002-10-19,ms045941,"Die Another Day"
billboard-us,28,2002-10-26,ms045941,"Die Another Day"
billboard-us,18,2002-11-02,ms045941,"Die Another Day"
billboard-us,8,2002-11-09,ms045941,"Die Another Day"
billboard-us,8,2002-11-16,ms045941,"Die Another Day"
billboard-us,10,2002-11-23,ms045941,"Die Another Day"
billboard-us,10,2002-11-30,ms045941,"Die Another Day"
billboard-us,14,2002-12-07,ms045941,"Die Another Day"
billboard-us,16,2002-12-14,ms045941,"Die Another Day"
billboard-us,21,2002-12-21,ms045941,"Die Another Day"
billboard-us,35,2002-12-28,ms045941,"Die Another Day"
billboard-us,46,2003-01-04,ms045941,"Die Another Day"
billboard-us,57,2003-01-11,ms045941,"Die Another Day"
billboard-us,79,2003-01-18,ms045941,"Die Another Day"
billboard-us,83,2003-01-25,ms045941,"Die Another Day"
billboard-us,93,2003-02-01,ms045941,"Die Another Day"
billboard-us,98,2003-02-08,ms045941,"Die Another Day"
billboard-us,57,2008-05-17,ms050332,"Give It 2 Me"
billboard-us,71,2009-08-22,ms051339,Celebration
billboard-us,73,2001-05-05,ms051707,"What It Feels Like For A Girl"
billboard-us,46,2001-05-12,ms051707,"What It Feels Like For A Girl"
billboard-us,23,2001-05-19,ms051707,"What It Feels Like For A Girl"
billboard-us,23,2001-05-26,ms051707,"What It Feels Like For A Girl"
billboard-us,23,2001-06-02,ms051707,"What It Feels Like For A Girl"
billboard-us,31,2001-06-09,ms051707,"What It Feels Like For A Girl"
billboard-us,43,2001-06-16,ms051707,"What It Feels Like For A Girl"
billboard-us,67,2001-06-23,ms051707,"What It Feels Like For A Girl"
billboard-us,83,2001-06-30,ms051707,"What It Feels Like For A Girl"
billboard-us,97,2001-07-07,ms051707,"What It Feels Like For A Girl"
billboard-us,43,2000-02-19,ms055109,"American Pie"
billboard-us,35,2000-02-26,ms055109,"American Pie"
billboard-us,29,2000-03-04,ms055109,"American Pie"
billboard-us,29,2000-03-11,ms055109,"American Pie"
billboard-us,33,2000-03-18,ms055109,"American Pie"
billboard-us,32,2000-03-25,ms055109,"American Pie"
billboard-us,40,2000-04-01,ms055109,"American Pie"
billboard-us,58,2000-04-08,ms055109,"American Pie"
billboard-us,88,2000-04-15,ms055109,"American Pie"
top100-uk,36,1984-11-22,ms010296,"Like A Virgin"
top100-uk,27,1984-11-29,ms010296,"Like A Virgin"
top100-uk,8,1984-12-06,ms010296,"Like A Virgin"
top100-uk,5,1984-12-13,ms010296,"Like A Virgin"
top100-uk,4,1984-12-20,ms010296,"Like A Virgin"
top100-uk,5,1984-12-27,ms010296,"Like A Virgin"
top100-uk,4,1985-01-03,ms010296,"Like A Virgin"
top100-uk,3,1985-01-10,ms010296,"Like A Virgin"
top100-uk,4,1985-01-17,ms010296,"Like A Virgin"
top100-uk,7,1985-01-24,ms010296,"Like A Virgin"
top100-uk,9,1985-01-31,ms010296,"Like A Virgin"
top100-uk,15,1985-02-07,ms010296,"Like A Virgin"
top100-uk,23,1985-02-14,ms010296,"Like A Virgin"
top100-uk,31,1985-02-21,ms010296,"Like A Virgin"
top100-uk,38,1985-02-28,ms010296,"Like A Virgin"
top100-uk,40,1984-01-19,ms010584,Holiday
top100-uk,29,1984-01-26,ms010584,Holiday
top100-uk,13,1984-02-02,ms010584,Holiday
top100-uk,7,1984-02-09,ms010584,Holiday
top100-uk,6,1984-02-16,ms010584,Holiday
top100-uk,13,1984-02-23,ms010584,Holiday
top100-uk,18,1984-03-01,ms010584,Holiday
top100-uk,26,1984-03-08,ms010584,Holiday
top100-uk,35,1984-03-15,ms010584,Holiday
top100-uk,32,1985-08-01,ms010584,Holiday
top100-uk,5,1985-08-08,ms010584,Holiday
top100-uk,2,1985-08-15,ms010584,Holiday
top100-uk,3,1985-08-22,ms010584,Holiday
top100-uk,6,1985-08-29,ms010584,Holiday
top100-uk,14,1985-09-05,ms010584,Holiday
top100-uk,23,1985-09-12,ms010584,Holiday
top100-uk,33,1985-09-19,ms010584,Holiday
top100-uk,12,1991-06-06,ms010584,Holiday
top100-uk,5,1991-06-13,ms010584,Holiday
top100-uk,16,1991-06-20,ms010584,Holiday
top100-uk,30,1991-06-27,ms010584,Holiday
top100-uk,30,1984-03-22,ms011438,"Lucky Star"
top100-uk,27,1984-03-29,ms011438,"Lucky Star"
top100-uk,16,1984-04-05,ms011438,"Lucky Star"
top100-uk,14,1984-04-12,ms011438,"Lucky Star"
top100-uk,20,1984-04-19,ms011438,"Lucky Star"
top100-uk,34,1984-04-26,ms011438,"Lucky Star"
top100-uk,37,1984-05-03,ms011438,"Lucky Star"
top100-uk,15,1986-01-23,ms020223,Borderline
top100-uk,4,1986-01-30,ms020223,Borderline
top100-uk,3,1986-02-06,ms020223,Borderline
top100-uk,2,1986-02-13,ms020223,Borderline
top100-uk,6,1986-02-20,ms020223,Borderline
top100-uk,11,1986-02-27,ms020223,Borderline
top100-uk,23,1986-03-06,ms020223,Borderline
top100-uk,12,1985-12-05,ms020999,"Dress You Up"
top100-uk,5,1985-12-12,ms020999,"Dress You Up"
top100-uk,8,1985-12-19,ms020999,"Dress You Up"
top100-uk,9,1985-12-26,ms020999,"Dress You Up"
top100-uk,7,1986-01-02,ms020999,"Dress You Up"
top100-uk,6,1986-01-09,ms020999,"Dress You Up"
top100-uk,21,1986-01-16,ms020999,"Dress You Up"
top100-uk,32,1986-01-23,ms020999,"Dress You Up"
top100-uk,10,1985-09-19,ms021261,Angel
top100-uk,5,1985-09-26,ms021261,Angel
top100-uk,6,1985-10-03,ms021261,Angel
top100-uk,8,1985-10-10,ms021261,Angel
top100-uk,16,1985-10-17,ms021261,Angel
top100-uk,30,1985-10-24,ms021261,Angel
top100-uk,36,1985-10-31,ms021261,Angel
top100-uk,25,1985-06-06,ms021310,"Crazy For You"
top100-uk,9,1985-06-13,ms021310,"Crazy For You"
top100-uk,3,1985-06-20,ms021310,"Crazy For You"
top100-uk,2,1985-06-27,ms021310,"Crazy For You"
top100-uk,3,1985-07-04,ms021310,"Crazy For You"
top100-uk,3,1985-07-11,ms021310,"Crazy For You"
top100-uk,5,1985-07-18,ms021310,"Crazy For You"
top100-uk,6,1985-07-25,ms021310,"Crazy For You"
top100-uk,12,1985-08-01,ms021310,"Crazy For You"
top100-uk,15,1985-08-08,ms021310,"Crazy For You"
top100-uk,19,1985-08-15,ms021310,"Crazy For You"
top100-uk,24,1985-08-22,ms021310,"Crazy For You"
top100-uk,31,1985-08-29,ms021310,"Crazy For You"
top100-uk,24,1985-02-28,ms021415,"Material Girl"
top100-uk,5,1985-03-07,ms021415,"Material Girl"
top100-uk,3,1985-03-14,ms021415,"Material Girl"
top100-uk,3,1985-03-21,ms021415,"Material Girl"
top100-uk,7,1985-03-28,ms021415,"Material Girl"
top100-uk,11,1985-04-04,ms021415,"Material Girl"
top100-uk,16,1985-04-11,ms021415,"Material Girl"
top100-uk,31,1985-04-18,ms021415,"Material Girl"
top100-uk,8,1986-12-11,ms021681,"Open Your Heart"
top100-uk,4,1986-12-18,ms021681,"Open Your Heart"
top100-uk,4,1986-12-25,ms021681,"Open Your Heart"
top100-uk,4,1987-01-01,ms021681,"Open Your Heart"
top100-uk,6,1987-01-08,ms021681,"Open Your Heart"
top100-uk,12,1987-01-15,ms021681,"Open Your Heart"
top100-uk,31,1987-01-22,ms021681,"Open Your Heart"
top100-uk,40,1987-01-29,ms021681,"Open Your Heart"
top100-uk,3,1986-10-02,ms021727,"True Blue"
top100-uk,1,1986-10-09,ms021727,"True Blue"
top100-uk,2,1986-10-16,ms021727,"True Blue"
top100-uk,2,1986-10-23,ms021727,"True Blue"
top100-uk,5,1986-10-30,ms021727,"True Blue"
top100-uk,11,1986-11-06,ms021727,"True Blue"
top100-uk,19,1986-11-13,ms021727,"True Blue"
top100-uk,30,1986-11-20,ms021727,"True Blue"
top100-uk,40,1986-11-27,ms021727,"True Blue"
top100-uk,7,1987-09-17,ms022163,"Causing A Commotion"
top100-uk,4,1987-09-24,ms022163,"Causing A Commotion"
top100-uk,5,1987-10-01,ms022163,"Causing A Commotion"
top100-uk,10,1987-10-08,ms022163,"Causing A Commotion"
top100-uk,15,1987-10-15,ms022163,"Causing A Commotion"
top100-uk,28,1987-10-22,ms022163,"Causing A Commotion"
top100-uk,35,1987-10-29,ms022163,"Causing A Commotion"
top100-uk,10,1986-04-24,ms022195,"Live To Tell"
top100-uk,4,1986-05-01,ms022195,"Live To Tell"
top100-uk,2,1986-05-08,ms022195,"Live To Tell"
top100-uk,5,1986-05-15,ms022195,"Live To Tell"
top100-uk,10,1986-05-22,ms022195,"Live To Tell"
top100-uk,17,1986-05-29,ms022195,"Live To Tell"
top100-uk,23,1986-06-05,ms022195,"Live To Tell"
top100-uk,40,1986-06-12,ms022195,"Live To Tell"
top100-uk,4,1985-07-25,ms022335,"INTO THE GROOVE"
top100-uk,1,1985-08-01,ms022335,"INTO THE GROOVE"
top100-uk,1,1985-08-08,ms022335,"INTO THE GROOVE"
top100-uk,1,1985-08-15,ms022335,"INTO THE GROOVE"
top100-uk,1,1985-08-22,ms022335,"INTO THE GROOVE"
top100-uk,2,1985-08-29,ms022335,"INTO THE GROOVE"
top100-uk,4,1985-09-05,ms022335,"INTO THE GROOVE"
top100-uk,7,1985-09-12,ms022335,"INTO THE GROOVE"
top100-uk,12,1985-09-19,ms022335,"INTO THE GROOVE"
top100-uk,20,1985-09-26,ms022335,"INTO THE GROOVE"
top100-uk,29,1985-10-03,ms022335,"INTO THE GROOVE"
top100-uk,37,1985-10-10,ms022335,"INTO THE GROOVE"
top100-uk,20,1985-10-10,ms022487,GAMBLER
top100-uk,7,1985-10-17,ms022487,GAMBLER
top100-uk,4,1985-10-24,ms022487,GAMBLER
top100-uk,5,1985-10-31,ms022487,GAMBLER
top100-uk,8,1985-11-07,ms022487,GAMBLER
top100-uk,14,1985-11-14,ms022487,GAMBLER
top100-uk,22,1985-11-21,ms022487,GAMBLER
top100-uk,38,1985-11-28,ms022487,GAMBLER
top100-uk,3,1987-07-16,ms022611,"Who's That Girl"
top100-uk,1,1987-07-23,ms022611,"Who's That Girl"
top100-uk,2,1987-07-30,ms022611,"Who's That Girl"
top100-uk,2,1987-08-06,ms022611,"Who's That Girl"
top100-uk,8,1987-08-13,ms022611,"Who's That Girl"
top100-uk,15,1987-08-20,ms022611,"Who's That Girl"
top100-uk,20,1987-08-27,ms022611,"Who's That Girl"
top100-uk,26,1987-09-03,ms022611,"Who's That Girl"
top100-uk,34,1987-09-10,ms022611,"Who's That Girl"
top100-uk,16,1995-12-28,ms022836,"Oh Father"
top100-uk,21,1996-01-04,ms022836,"Oh Father"
top100-uk,32,1996-01-11,ms022836,"Oh Father"
top100-uk,42,1996-01-18,ms022836,"Oh Father"
top100-uk,59,1996-01-25,ms022836,"Oh Father"
top100-uk,73,1996-02-01,ms022836,"Oh Father"
top100-uk,91,1996-02-22,ms022836,"Oh Father"
top100-uk,90,1996-02-29,ms022836,"Oh Father"
top100-uk,94,1996-03-21,ms022836,"Oh Father"
top100-uk,92,1996-04-04,ms022836,"Oh Father"
top100-uk,5,1987-04-02,ms023048,"La Isla Bonita"
top100-uk,3,1987-04-09,ms023048,"La Isla Bonita"
top100-uk,2,1987-04-16,ms023048,"La Isla Bonita"
top100-uk,1,1987-04-23,ms023048,"La Isla Bonita"
top100-uk,1,1987-04-30,ms023048,"La Isla Bonita"
top100-uk,3,1987-05-07,ms023048,"La Isla Bonita"
top100-uk,7,1987-05-14,ms023048,"La Isla Bonita"
top100-uk,17,1987-05-21,ms023048,"La Isla Bonita"
top100-uk,24,1987-05-28,ms023048,"La Isla Bonita"
top100-uk,35,1987-06-04,ms023048,"La Isla Bonita"
top100-uk,16,1989-09-14,ms023096,Cherish
top100-uk,3,1989-09-21,ms023096,Cherish
top100-uk,7,1989-09-28,ms023096,Cherish
top100-uk,10,1989-10-05,ms023096,Cherish
top100-uk,20,1989-10-12,ms023096,Cherish
top100-uk,30,1989-10-19,ms023096,Cherish
top100-uk,10,1989-06-01,ms023458,"Express Yourself"
top100-uk,5,1989-06-08,ms023458,"Express Yourself"
top100-uk,5,1989-06-15,ms023458,"Express Yourself"
top100-uk,10,1989-06-22,ms023458,"Express Yourself"
top100-uk,15,1989-06-29,ms023458,"Express Yourself"
top100-uk,24,1989-07-06,ms023458,"Express Yourself"
top100-uk,34,1989-07-13,ms023458,"Express Yourself"
top100-uk,37,1989-07-20,ms023458,"Express Yourself"
top100-uk,13,1986-06-26,ms023472,"PAPA DON'T PREACH"
top100-uk,2,1986-07-03,ms023472,"PAPA DON'T PREACH"
top100-uk,1,1986-07-10,ms023472,"PAPA DON'T PREACH"
top100-uk,1,1986-07-17,ms023472,"PAPA DON'T PREACH"
top100-uk,1,1986-07-24,ms023472,"PAPA DON'T PREACH"
top100-uk,2,1986-07-31,ms023472,"PAPA DON'T PREACH"
top100-uk,3,1986-08-07,ms023472,"PAPA DON'T PREACH"
top100-uk,7,1986-08-14,ms023472,"PAPA DON'T PREACH"
top100-uk,13,1986-08-21,ms023472,"PAPA DON'T PREACH"
top100-uk,22,1986-08-28,ms023472,"PAPA DON'T PREACH"
top100-uk,40,1986-09-04,ms023472,"PAPA DON'T PREACH"
top100-uk,2,1989-03-16,ms023784,"Like A Prayer"
top100-uk,1,1989-03-23,ms023784,"Like A Prayer"
top100-uk,1,1989-03-30,ms023784,"Like A Prayer"
top100-uk,1,1989-04-06,ms023784,"Like A Prayer"
top100-uk,3,1989-04-13,ms023784,"Like A Prayer"
top100-uk,8,1989-04-20,ms023784,"Like A Prayer"
top100-uk,18,1989-04-27,ms023784,"Like A Prayer"
top100-uk,25,1989-05-04,ms023784,"Like A Prayer"
top100-uk,27,1989-05-11,ms023784,"Like A Prayer"
top100-uk,15,1987-12-10,ms024047,"THE LOOK OF LOVE"
top100-uk,9,1987-12-17,ms024047,"THE LOOK OF LOVE"
top100-uk,14,1987-12-24,ms024047,"THE LOOK OF LOVE"
top100-uk,16,1987-12-31,ms024047,"THE LOOK OF LOVE"
top100-uk,15,1988-01-07,ms024047,"THE LOOK OF LOVE"
top100-uk,36,1988-01-14,ms024047,"THE LOOK OF LOVE"
top100-uk,9,1990-12-06,ms024060,"Justify My Love"
top100-uk,2,1990-12-13,ms024060,"Justify My Love"
top100-uk,3,1990-12-20,ms024060,"Justify My Love"
top100-uk,7,1990-12-27,ms024060,"Justify My Love"
top100-uk,8,1991-01-03,ms024060,"Justify My Love"
top100-uk,11,1991-01-10,ms024060,"Justify My Love"
top100-uk,24,1991-01-17,ms024060,"Justify My Love"
top100-uk,38,1991-01-24,ms024060,"Justify My Love"
top100-uk,4,1990-04-05,ms024392,Vogue
top100-uk,1,1990-04-12,ms024392,Vogue
top100-uk,1,1990-04-19,ms024392,Vogue
top100-uk,1,1990-04-26,ms024392,Vogue
top100-uk,1,1990-05-03,ms024392,Vogue
top100-uk,4,1990-05-10,ms024392,Vogue
top100-uk,6,1990-05-17,ms024392,Vogue
top100-uk,8,1990-05-24,ms024392,Vogue
top100-uk,9,1990-05-31,ms024392,Vogue
top100-uk,15,1990-06-07,ms024392,Vogue
top100-uk,27,1990-06-14,ms024392,Vogue
top100-uk,36,1990-06-21,ms024392,Vogue
top100-uk,14,1990-07-19,ms024414,"Hanky Panky"
top100-uk,4,1990-07-26,ms024414,"Hanky Panky"
top100-uk,2,1990-08-02,ms024414,"Hanky Panky"
top100-uk,6,1990-08-09,ms024414,"Hanky Panky"
top100-uk,8,1990-08-16,ms024414,"Hanky Panky"
top100-uk,19,1990-08-23,ms024414,"Hanky Panky"
top100-uk,26,1990-08-30,ms024414,"Hanky Panky"
